"ORDCOM","FECORD","CODPRO","DESORD","CRECON","PLAENT","TIECAN","MONORD","DTOORD","REFCOM","STAORD","AFEPRE","CONPAG","FORENT","FECANU","TIPMON","VALMON","TIPCOM","TIPORD","TIPO","CODUNI","CODEMP","NOTORD","TIPDOC","TIPPRO","AFEPRO","DOCCOM","REFSOL","TIPFIN","JUSTIF","CONCEPTO","REFREQ","RESENT","LUGENT","LUGCOM","EMBALAJE","ORIGEN","CLAFIE","CLAPEN","CLAESP","CLAEXT","CODINTUSU","FIANZA","FECFIA","INSFIN","CODUBI","CODMEDCOM","CODPROCOM","CODPAI","CODEDO","CODMUN","APLART","APLART6","ALCORD","CODTIPCOM","NUMCON","FECCON","NUMPTO","FECPTO","NUMRES","PORTOL","FECAPR","MONFIA","TIPFIA","CEDFIRAUT","CODTIPART","OBSEMB","CODTIPFIN","CODSUC","CODARTEMP","CODPROCCONT"
"20CAL00648",2020-05-04 00:00:00,"0000000078","ADQUISICION DE 20 TM MORTADELA A UN PRECIO DE 1.575 ¿/TM A LA EMPRESA LP LIDER POLLO, C.A.,  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,31500,0,"20CAL00648",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,XXX,2020-05-04 00:00:00,XXX,0,,,,V5523441            ,"0000000021",,"000001",,,"001"
"20CAL00649",2020-05-04 00:00:00,"0000002603","ADQUISICION DE 520 TM CARNE A UN PRECIO DE 1.800 ¿/TM A LA EMPRESA ECO CARNES, C.A.,  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,936000,0,"20CAL00649",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-05 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,XXX,2020-05-04 00:00:00,XXX,0,,,,V8816547            ,"0000000021",,"000001",,,"001"
"20OCG00396",2020-07-28 00:00:00,"0000002653",ADQUISICION DE TONER PARA ABASTECER EL ALMACEN DE LA CUSPAL.,,,,4598948528,0,"20OCG00396",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001549,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,bzaiman,N,,,"0025",,,,,,NO,NO,,,,,COM-2020-00224,2020-07-28 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00398",2020-07-28 00:00:00,"0000002651","SERVICIO DE IMPERMEABILIZACION DE TERRAZA EN EL PISO 19 Y REPARACION DEL TECHO DE DRYWALL EN EL DESPACHO DEL MINISTRO, LAS CUALES SE ENCUENTRAN DETERIORADAS POR FILTRACIONES GENERADAS POR LAS LLUVIAS.",,,,20426382000,0,"20OCG00398",N,S,,SEGÚN ACUERDO ENTRE PARTES,2020-07-28 00:00:00,"001",1,,C,"0",,,,,,N,OSNP,ST001554,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,bzaiman,N,,,"0025",,,,,,NO,NO,,,,,COM-2020-00225,2020-07-28 00:00:00,,0,1899-12-30 00:00:00,,,"21415466            ","0000000001",,"000001",,,"001"
"20OCG00400",2020-07-28 00:00:00,"0000002645",ADQUISICION DE UTILES MEDICOS PARA GARANTIZAR LA PROTECCION DE LOS TRABAJADORES CONTRA EL COVID-19-CD CUSPAL 002-2020,,,,1721000000,0,"20OCG00400",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001612,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,bzaiman,N,,,"0025",,,,,,NO,NO,,,,,"2020",2020-07-28 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00401",2020-07-28 00:00:00,"0000002020","SERVICIO DE ALIMENTO, BEBIDAS Y ORGANIZACION DE EVENTOS DE FESTEJOS GGCJ-N° 027-2020 (SERVICIO DE ALQUILER DE TOLDOS PARA LA REALIZACION DEL MERCADO OBRERO EN LAS INSTALACIONES DEL FRIGORIFICO DE TAZON CORRESPONDIENTE AL MES DE JULIO)",,,,1989772005.16,0,"20OCG00401",N,S,,SEGÚN ACUERDO ENTRE PARTES,2020-07-28 00:00:00,"001",1,,C,"0",,,,,,N,OSNP,ST001613,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,bzaiman,N,,,"0025",,,,,,NO,NO,,,,,COM-2020-00226,2020-07-28 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00402",2020-07-28 00:00:00,"0000002655",SUMINISTROS DE ALIMENTOS Y COMIDAS REQUERIDAS PARA LA CORPORACION CD-CUSPAL-003-2020 (PARA DOTAR LA COCINA DE LA PRESIDENCIA DE LA CUSPAL EN EL PERÍODO CORRESPONDIENTE DEL 20 AL 25/07/20),,,,1947960000,0,"20OCG00402",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001619,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,bzaiman,N,,,"0025",,,,,,NO,NO,,,,,"2020",2020-07-28 00:00:00,,0,1899-12-30 00:00:00,,,V11062825           ,"0000000001",,"000001",,,"001"
"20OCG00403",2020-07-28 00:00:00,"0000002655",SUMINISTROS DE ALIMENTOS Y COMIDAS REQUERIDAS PARA LA CORPORACION CD-CUSPAL-003-2020 (PARA EL PERSONAL QUE PRESTA APOYO EN LAS JORNADAS DE DESINFECCIÓN EN LAS PARROQUIAS EL VALLE Y COCHE DESDE EL DIA 20 AL 25/07/20),,,,973124000,0,"20OCG00403",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001623,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,bzaiman,N,,,"0025",,,,,,NO,NO,,,,,"2020",2020-07-28 00:00:00,,0,1899-12-30 00:00:00,,,V11062825           ,"0000000001",,"000001",,,"001"
"20CAL01276",2020-08-13 00:00:00,"0000002069","ADQUISICION DE 81 TM DE PASTAS A LA EMPRESA EL AGRO COMERCIALIZADORA MARZA, C.A.  A UN PRECIO UNITARIO DE 975,22 EUROS/TM (ADQUISICION PRODUCTO TERMINADO) RECURSOS FONDEN",,,,78992.82,0,"20CAL01276",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jlopez,N,,,"0025",,,,,,NO,NO,,,,,"0003",2020-08-13 00:00:00,JDCU-2020-0003,0,,,,V12944690           ,"0000000021",,"000001",,,"001"
"20CAL01277",2020-08-13 00:00:00,"0000002069","ADQUISICION DE 12.000 CAJAS DE SARINAS ENLATADAS A LA EMPRESA EL AGRO COMERCIALIZADORA MARZA, C.A.  A UN PRECIO UNITARIO DE 13,23 EUROS/CAJA (ADQUISICION PRODUCTO TERMINADO) RECURSOS FONDEN",,,,158760,0,"20CAL01277",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jlopez,N,,,"0025",,,,,,NO,NO,,,,,"0003",2020-08-13 00:00:00,JDCU-2020-0003,0,,,,V12944690           ,"0000000021",,"000001",,,"001"
"20CAL01278",2020-08-13 00:00:00,"0000002774","ADQUISICION DE 2.000 TM CARNE DE CANAL A LA EMPRESA INVERSIONES Y CONSTRUCCIONES CARDENAS ORION, C.A.  A UN PRECIO UNITARIO DE 1.696,04 EUROS/TM (ADQUISICION PRODUCTO TERMINADO) RECURSOS FONDEN",,,,3392080,0,"20CAL01278",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jlopez,N,,,"0025",,,,,,NO,NO,,,,,"0003",2020-08-13 00:00:00,JDCU-2020-0003,0,,,,V16746128           ,"0000000021",,"000001",,,"001"
"20CAL01288",2020-08-19 00:00:00,"0000002796","ADQUISICION DE 340 TM DE CARNE DE RES EN CANAL CON UN PRECIO DE 1.680 EUROS/ TM CON UNA PRESENTACION EN CANAL CORRESPONDIENTE A LA EMPRESA COMERCIALIZDORA BN, 2017, C.A. BAJO LA MODALIDAD FONDEN.",,,,571200,0,"20CAL01288",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-08-27 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXX,2020-08-19 00:00:00,XXXX,0,,,,V15902061           ,"0000000021",,"000001",,,"001"
"20CAL01299",2020-08-27 00:00:00,"0000000164","ADQUISICION DE 1000 TM DE MORTADELA DE POLLO ESPECIAL CON UN PRECIO DE 1.470 EUROS/ TM CON UN PRESENTRACION DE PIEZAS DE UN KILO CORRESPONDIENTE A LA EMPRESA ALIMENTACION ALIBAL, C.A. ",,,,1470000,0,"20CAL01299",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,Jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-08-27 00:00:00,XXXXX,0,,,,V6504338            ,"0000000021",,"000001",,,"001"
"20CAL01300",2020-08-27 00:00:00,"0000000164","ADQUISICION DE 1000 TM DE MORTADELA DE POLLO ESPECIAL CON UN PRECIO DE 1.470 EUROS/ TM CON UN PRESENTRACION DE PIEZAS DE UN KILO CORRESPONDIENTE A LA EMPRESA ALIMENTACION ALIBAL, C.A. ",,,,2205000,0,"20CAL01300",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,Jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXXX,2020-08-27 00:00:00,XXXXXXXXX,0,,,,V6504338            ,"0000000021",,"000001",,,"001"
"20CAL01301",2020-08-27 00:00:00,"0000001686","ADQUISICION DE 150 TM DE CERDO DEPOSTADO CON UN PRECIO DE 2100 EUROS/ TM CORRESPONDIENTE A LA EMPRESA CORPORACION TECNOAGRO, C.A. BAJO LA MODALIDAD FONDEN ",,,,315000,0,"20CAL01301",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-10-28 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,Jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXXXX,2020-08-27 00:00:00,XXXXXX,0,,,,V20397265           ,"0000000021",,"000001",,,"001"
"20CAL01302",2020-08-27 00:00:00,"0000002730","ADQUISICION DE 250 TM DE CERDO DEPOSTADO CON UN PRECIO DE 2.100 EUROS/ TM CORRESPONDIENTE A LA EMPRESA ALIMENTOS DE VENEZUELA 2014 (ALIVENCA), C.A. BAJO LA MODALIDAD FONDEN ",,,,525000,0,"20CAL01302",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-10-28 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,Jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-08-27 00:00:00,XXXXXX,0,,,,V19280669           ,"0000000021",,"000001",,,"001"
"19CAL01758",2019-11-25 00:00:00,"0000002310","ADQUISICION DE 500 TM DE PASTAS ALIMENTICIAS A UN PRECIO DE 945 ¿ /TM EN PRESENTACION 12 X 1 KILO A LA EMPRESA GRUPO G.E.R.C, C.A (ADQUISICION PRODUCTO TERMINADO) (FONDEN)",,,,472500,0,"19CAL01758",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2019-11-25 00:00:00,XXXX,2,,,,V15369896           ,"0000000021",,"000001",,,"001"
"19CAL01914",2019-12-11 00:00:00,"0000001900","ADQUISICION DE 400 TM DE PASTAS ALIMENTICIAS A UN PRECIO DE 945 EURO/TM EN PRESENTACION 24 X 1 KILO A LA EMPRESA COMERCIALIZADORA WM 2013, C.A.  PRODUCTO TERMINADO (ADQUISICION) (FONDEN).",,,,378000,0,"19CAL01914",A,N,,A NIVEL NACIONAL,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jlopez,N,,,"0025",,,,,,NO,NO,,,,,"0003",2019-12-11 00:00:00,JDCU-2019-0003,2,,,,V18611552           ,"0000000021",,"000001",,,"001"
"20OCG00023",2020-01-31 00:00:00,"0000001507","SERVICIO DE DESAYUNOS, ALMUERZOS E HIDRATACION PARA 210 PERSONAS QUE COLABORAN EN EL MERCADO OBRERO QUE SE REALIZARA EN EL FRIGORIFICO TAZON. MES DE ENERO 2020
",,,,294860400,0,"20OCG00023",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,S,"0",,,,,,N,OSNP,ST000230,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,JLINAREZ,N,,,"0025",,,,,,NO,NO,,,,,CONTRATO 01/2020,2020-01-31 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20CAL00272",2020-02-14 00:00:00,"0000000057","ADQUISICION DE  1.800 TM DE HARINA DE TRIGO,  A UN PRECIO DE  58.844.616.944 Bs/TM  EN PRESENTACION  1X45 KG   A LA EMPRESA  CARGILL DE VENEZUELA, S.R.L (ADQUISICION PRODUCTO TERMINADO).",,,,105920310500,0,"20CAL00272",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000424,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,JPABON,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-02-14 00:00:00,XXXXX,5,1899-12-30 00:00:00,0,,V9881565            ,"0000000021",,"000001",,,"001"
"20GGI00006",2020-02-17 00:00:00,"0000000112",SERVICIO DE EMPAQUETADO SIN AFECTACION PRESUPUESTARIA,,,,0,0,"20GGI00006",A,N,,A NIVEL NACIONAL,,"00 ",1,,S,"0",,,,,,N,OSSP,,,,,,,VENEZUELA,,N,A,,,,,rruiz,N,,,"0025",,,,,,NO,NO,,,,,"1",2020-02-01 00:00:00,JD-CUSPAL,10,,,,V10135690           ,"0000000007",,"000001",,"001-006-1-0001      ","001"
"20GGI00010",2020-02-18 00:00:00,"0000002239",SERVICIO DE EMPAQUETADO SINAFECTACION PRESUPUESTARIA,,,,0,0,"20GGI00010",A,N,,A NIVEL NACIONAL,,"00 ",1,,S,"0",,,,,,N,OSSP,,,,,,,VENEZUELA,,N,A,,,,,rruiz,N,,,"0025",,,,,,NO,NO,,,,,"1",2020-02-01 00:00:00,JD-CUSPAL,10,,,,V15690214           ,"0000000007",,"000001",,"001-001-1-0002      ","001"
"20GGI00011",2020-02-18 00:00:00,"0000002468",SERVICIO DE EMPAQUETADO SIN AFECTACIÓN PRESUPUESTARIA,,,,0,0,"20GGI00011",A,N,,A NIVEL NACIONAL,,"00 ",1,,S,"0",,,,,,N,OSSP,,,,,,,VENEZUELA,,N,A,,,,,rruiz,N,,,"0025",,,,,,NO,NO,,,,,"1",2020-02-01 00:00:00,JD-CUSPAL,10,,,,V11809040           ,"0000000007",,"000001",,"001-001-1-0002      ","001"
"20CE000008",2020-02-26 00:00:00,"0000002478",SERVICIO DE TRANSPORTE,,,,11634800000,0,"20CE000008",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,S,"0",,,,,,N,OSNP,ST000488,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,aandrade,N,,,"0025",,,,,,NO,NO,,,GGCJ-015-2020,2020-02-01 00:00:00,GGCJ-015-2020,2020-02-01 00:00:00,GGCJ-015-2020,0,1899-12-30 00:00:00,,,V12774476           ,"0000000012",,"000001",,,"001"
"20CAL00353",2020-03-03 00:00:00,"0000000102","ADQUISICION DE 55,71429 TM DE POLLO BENEFICIADO A UN PRECIO DE 103.113.030,068228 Bs. S/TM EN A LA EMPRESA ALIVENSA S&M. TERMINADO (ADQUISICION) BUQUE MV THOR INSUVI COMPENSACIÓN",,,,5744869260,0,"20CAL00353",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000630,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jlopez,N,,,"0025",,,,,,NO,NO,,,,,"0003",2020-03-03 00:00:00,JDCU-2020-0003,0,1899-12-30 00:00:00,,,V12266042           ,"0000000021",,"000001",,,"001"
"20CAL00354",2020-03-03 00:00:00,"0000000410","ADQUISICION DE 55,71429 TM DE POLLO BENEFICIADO A UN PRECIO DE 103.113.030,068228 Bs. S/TM EN A LA PROCESADORA TIO POLLO. TERMINADO (ADQUISICION) BUQUE MV THOR INSUVI COMPENSACIÓN",,,,5744869260,0,"20CAL00354",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000631,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jlopez,N,,,"0025",,,,,,NO,NO,,,,,"0003",2020-03-03 00:00:00,JDCU-2020-0003,0,1899-12-30 00:00:00,,,V13281906           ,"0000000021",,"000001",,,"001"
"20CAL00355",2020-03-03 00:00:00,"0000000339","ADQUISICION DE 55,71429 TM DE POLLO BENEFICIADO A UN PRECIO DE 103.113.030,068228 Bs. S/TM EN A LA EMPRESA AVICOLA LA ROSITA. TERMINADO (ADQUISICION) BUQUE MV THOR INSUVI COMPENSACIÓN",,,,5744869260,0,"20CAL00355",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000638,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jlopez,N,,,"0025",,,,,,NO,NO,,,,,"0003",2020-03-03 00:00:00,JDCU-2020-0003,0,1899-12-30 00:00:00,,,V3279417            ,"0000000021",,"000001",,,"001"
"20OCG00140",2020-03-03 00:00:00,"0000000269","SERVICIO DE REFRIGERIOS Y COFFEE BREAK PARA LAS REUNIONES DE LAS GERENCIAS GENERALES ADSCRITAS  A LA CUSPAL REALIZADAS DURANTE LA SEMANA DEL 02 AL 05 DE ENERO  DE 2020
",,,,5655340.24,0,"20OCG00140",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,S,"0",,,,,,N,OSNP,ST000540,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,KLOPEZ,N,,,"0025",,,,,,NO,NO,,,,,COM-2020-00097,2020-03-03 00:00:00,,0,1899-12-30 00:00:00,,,V9214937            ,"0000000001",,"000001",,,"001"
"20CAL00650",2020-05-04 00:00:00,"0000000131","ADQUISICION DE 100 TM CARNE A UN PRECIO DE 1.800 ¿/TM A LA EMPRESA FUNDACION BATALLA MATA DE MIEL,  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,180000,0,"20CAL00650",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,XXX,2020-05-04 00:00:00,XXX,0,,,,V6181777            ,"0000000021",,"000001",,,"001"
"20CAL00651",2020-05-04 00:00:00,"0000000210",ADQUISICION DE 6.000 CAJAS DE HUEVOS A UN PRECIO DE 29.70 ¿/TM A LA EMPRESA PROAGRO C.A. (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN),,,,178200,0,"20CAL00651",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-05 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,XXX,2020-05-04 00:00:00,XXX,0,,,,V9716810            ,"0000000021",,"000001",,,"001"
"20CAL00652",2020-05-04 00:00:00,"0000000102","ADQUISICION DE 500 TM POLLO A UN PRECIO DE 1.260 ¿/TM A LA EMPRESA ALIMENTOS VENEZOLANOS S&M ALIVENSA, S.A.,  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,630000,0,"20CAL00652",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-05 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,XXX,2020-05-04 00:00:00,XXXX,0,,,,V12266042           ,"0000000021",,"000001",,,"001"
"20CAL00653",2020-05-04 00:00:00,"0000001602","ADQUISICION DE 500TM DE POLLO A UN PRECIO DE 1.260 ¿/TM A LA EMPRESA EL GRUPO EBENEZER, C.A.  (ADQUISICION DE PRODUCTO TERMINADO)(FONDEN)",,,,630000,0,"20CAL00653",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-05 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jomolina,N,,,"0025",,,,,,NO,NO,,,,,XXX,2020-05-04 00:00:00,XXX,0,,,,V11180788           ,"0000000021",,"000001",,,"001"
"20CAL01305",2020-09-02 00:00:00,"0000001883","ADQUISICION DE 2.945 CAJAS DE HUEVO CON UN PRECIO DE 28,56 EUROS/ CAJA CON UNA PRESENTACION DE 12X30 CARTONES DE HUEVO CORRESPONDIENTE A LA EMPRESA CONSORCIO VEINCA BAJO LA MODALIDAD FONDEN ",,,,84109.2,0,"20CAL01305",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"00 ",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-09-02 00:00:00,XXXXX,0,,,,V16260201           ,"0000000021",,"000001",,,"001"
"19CAL01652",2019-11-13 00:00:00,"0000002217",ADQUISICION DE 620 CAJAS DE HUEVOS  A LA EMPRESA AGROPECUARIA LOS TRES POTRICOS  A UN PRECIO UNITARIO DE 33 $/CAJA (ADQUISICION PRODUCTO TERMINADO POR COMPENSACION DE DEUDA),,,,375943088.4,0,"19CAL01652",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC003748,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,XX,2019-11-13 00:00:00,XX,0,1899-12-30 00:00:00,,,V11818509           ,"0000000021",,"000001",,,"001"
"20CAL01306",2020-09-04 00:00:00,"0000001644","ADQUISISCION DE 500 TM DE PESCADOS VARIOS 854.472 EURO/TM DE CON UNA PRESENTACION EN TM CORRESPONDIENTE A LA EMPRESA CORPORACION SE SERVICIOSPESQUEROS Y ACUICOLAS DE VENEZUELA (CORPESCA), C.A. BAJO LA MODALIDAD FONDEN.",,,,427236000,0,"20CAL01306",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-09-07 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-09-04 00:00:00,XXXXX,0,,,,V17482063           ,"0000000021",,"000001",,,"001"
"20CAL01307",2020-09-04 00:00:00,"0000001644","ADQUISICION DE 7.273 TM DE SARDINA FRESCA CON UN PRECIO DE 369.600,00 EUROS/ TM CON UNA PRESENTACION EN TM CORRESPONDIENTE A LA EMPRESA CORPORACION DE SERVICIOS PESQUEROS Y ACUICOLAS DE VENEZUELA, C.A. BAJO LA MODALIDAD DE COMPENSACION ",,,,2688100800,0,"20CAL01307",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-09-07 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-09-04 00:00:00,XXXX,0,,,,V17482063           ,"0000000021",,"000001",,,"001"
"20CAL01308",2020-09-04 00:00:00,"0000002761","ADQUISICION DE 1000 CAJAS DE HUEVO CON UN PRECIO DE 26,04 EUROS/ LA CAJA CON UNA PRESENTACION DE 12X30 CARTONES CORRESPONDIENTE A LA EMPRESA INVERSIONES GAJOLU, C.A. BAJO LA MODALIDAD DE COMPENSACION.",,,,26040,0,"20CAL01308",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-09-04 00:00:00,XXXXX,0,,,,V22540725           ,"0000000021",,"000001",,,"001"
